SRR6960803_NODE_1402_length_4423_cov_12.842069_1	38	1765	-1	00	SRR6960803_NODE_1402_length_4423_cov_12.842069	4423	RdRp_A	445.0
SRR6960803_NODE_1402_length_4423_cov_12.842069_4	2467	2934	-1	00	SRR6960803_NODE_1402_length_4423_cov_12.842069	4423	CP_C	219.5
SRR6960803_NODE_1402_length_4423_cov_12.842069_5	2961	4349	-1	00	SRR6960803_NODE_1402_length_4423_cov_12.842069	4423	MP_A	205.1
SRR6960803_NODE_1499_length_4269_cov_38.863441_2	544	1857	1	00	SRR6960803_NODE_1499_length_4269_cov_38.863441	4269	MP_A	168.9
SRR6960803_NODE_1499_length_4269_cov_38.863441_3	1859	2329	1	00	SRR6960803_NODE_1499_length_4269_cov_38.863441	4269	CP_C	231.2
SRR6960803_NODE_1499_length_4269_cov_38.863441_5	2530	4245	1	00	SRR6960803_NODE_1499_length_4269_cov_38.863441	4269	RdRp_A	430.3
SRR6960803_NODE_1518_length_4239_cov_3.951752_1	30	1871	-1	00	SRR6960803_NODE_1518_length_4239_cov_3.951752	4239	RdRp_A	507.2
SRR6960803_NODE_1518_length_4239_cov_3.951752_2	1956	2411	-1	00	SRR6960803_NODE_1518_length_4239_cov_3.951752	4239	CP_A	138.4
SRR6960803_NODE_1518_length_4239_cov_3.951752_3	2438	3997	-1	00	SRR6960803_NODE_1518_length_4239_cov_3.951752	4239	MP_A	286.3
SRR6960803_NODE_1877_length_3846_cov_27.213623_1	70	1443	1	00	SRR6960803_NODE_1877_length_3846_cov_27.213623	3846	MP_B	305.8
SRR6960803_NODE_1877_length_3846_cov_27.213623_2	1486	1851	1	00	SRR6960803_NODE_1877_length_3846_cov_27.213623	3846	CP_D	140.6
SRR6960803_NODE_1877_length_3846_cov_27.213623_3	1940	3733	1	00	SRR6960803_NODE_1877_length_3846_cov_27.213623	3846	RdRp_B	601.5
SRR6960803_NODE_2005_length_3734_cov_10.796231_2	395	1510	1	00	SRR6960803_NODE_2005_length_3734_cov_10.796231	3734	MP_A	208.2
SRR6960803_NODE_2005_length_3734_cov_10.796231_3	1546	1956	1	00	SRR6960803_NODE_2005_length_3734_cov_10.796231	3734	CP_B	165.5
SRR6960803_NODE_2005_length_3734_cov_10.796231_4	1971	3659	1	00	SRR6960803_NODE_2005_length_3734_cov_10.796231	3734	RdRp_A	529.2
SRR6960803_NODE_2075_length_3676_cov_14.706078_2	189	1436	1	00	SRR6960803_NODE_2075_length_3676_cov_14.706078	3676	MP_A	166.8
SRR6960803_NODE_2075_length_3676_cov_14.706078_3	1457	1921	1	00	SRR6960803_NODE_2075_length_3676_cov_14.706078	3676	CP_C	204.5
SRR6960803_NODE_2075_length_3676_cov_14.706078_5	2069	3667	1	00	SRR6960803_NODE_2075_length_3676_cov_14.706078	3676	RdRp_A	414.9
SRR6960803_NODE_2093_length_3659_cov_23.858338_1	132	1802	-1	00	SRR6960803_NODE_2093_length_3659_cov_23.858338	3659	RdRp_A	540.6
SRR6960803_NODE_2093_length_3659_cov_23.858338_2	1819	2220	-1	00	SRR6960803_NODE_2093_length_3659_cov_23.858338	3659	CP_B	176.5
SRR6960803_NODE_2093_length_3659_cov_23.858338_3	2273	3397	-1	00	SRR6960803_NODE_2093_length_3659_cov_23.858338	3659	MP_A	228.9
SRR6960803_NODE_2135_length_3623_cov_6.162817_1	80	517	1	00	SRR6960803_NODE_2135_length_3623_cov_6.162817	3623	MP_B	50.6
SRR6960803_NODE_2135_length_3623_cov_6.162817_2	892	1176	1	00	SRR6960803_NODE_2135_length_3623_cov_6.162817	3623	MP_B	57.8
SRR6960803_NODE_2135_length_3623_cov_6.162817_3	1206	1571	1	00	SRR6960803_NODE_2135_length_3623_cov_6.162817	3623	CP_F	118.4
SRR6960803_NODE_2135_length_3623_cov_6.162817_4	1653	3548	1	00	SRR6960803_NODE_2135_length_3623_cov_6.162817	3623	RdRp_B	602.8
SRR6960803_NODE_2209_length_3556_cov_21.281367_1	70	1299	1	00	SRR6960803_NODE_2209_length_3556_cov_21.281367	3556	MP_A	254.2
SRR6960803_NODE_2209_length_3556_cov_21.281367_2	1312	1731	1	00	SRR6960803_NODE_2209_length_3556_cov_21.281367	3556	CP_A	143.0
SRR6960803_NODE_2209_length_3556_cov_21.281367_3	1765	3474	1	00	SRR6960803_NODE_2209_length_3556_cov_21.281367	3556	RdRp_A	505.6
SRR6960803_NODE_2397_length_3428_cov_5.221162_1	41	1720	-1	00	SRR6960803_NODE_2397_length_3428_cov_5.221162	3428	RdRp_A	483.8
SRR6960803_NODE_2397_length_3428_cov_5.221162_2	1733	2182	-1	00	SRR6960803_NODE_2397_length_3428_cov_5.221162	3428	CP_A	68.5
SRR6960803_NODE_2397_length_3428_cov_5.221162_3	2204	3349	-1	00	SRR6960803_NODE_2397_length_3428_cov_5.221162	3428	MP_A	242.0
SRR6960803_NODE_2697_length_3228_cov_6.326149_1	151	819	1	00	SRR6960803_NODE_2697_length_3228_cov_6.326149	3228	MP_C	220.9
SRR6960803_NODE_2697_length_3228_cov_6.326149_2	895	1398	1	00	SRR6960803_NODE_2697_length_3228_cov_6.326149	3228	CP_E	161.6
SRR6960803_NODE_2697_length_3228_cov_6.326149_3	1401	3215	1	00	SRR6960803_NODE_2697_length_3228_cov_6.326149	3228	RdRp_B	343.4
SRR6960801_NODE_2939_length_3730_cov_24.175554_1	365	1510	1	00	SRR6960801_NODE_2939_length_3730_cov_24.175554	3730	MP_A	251.1
SRR6960801_NODE_2939_length_3730_cov_24.175554_2	1549	1962	1	00	SRR6960801_NODE_2939_length_3730_cov_24.175554	3730	CP_B	162.2
SRR6960801_NODE_2939_length_3730_cov_24.175554_3	1990	3654	1	00	SRR6960801_NODE_2939_length_3730_cov_24.175554	3730	RdRp_A	501.6
SRR6960799_NODE_329_length_4675_cov_277.822903_1	215	2263	-1	00	SRR6960799_NODE_329_length_4675_cov_277.822903	4675	RdRp_B	454.6
SRR6960799_NODE_329_length_4675_cov_277.822903_2	2309	2806	-1	00	SRR6960799_NODE_329_length_4675_cov_277.822903	4675	CP_E	128.8
SRR6960799_NODE_329_length_4675_cov_277.822903_3	2880	4637	-1	00	SRR6960799_NODE_329_length_4675_cov_277.822903	4675	MP_C	191.9
SRR6960799_NODE_394_length_4334_cov_12.528280_1	76	2022	-1	00	SRR6960799_NODE_394_length_4334_cov_12.528280	4334	RdRp_B	459.5
SRR6960799_NODE_394_length_4334_cov_12.528280_2	2044	2532	-1	00	SRR6960799_NODE_394_length_4334_cov_12.528280	4334	CP_E	185.5
SRR6960799_NODE_394_length_4334_cov_12.528280_3	2625	4076	-1	00	SRR6960799_NODE_394_length_4334_cov_12.528280	4334	MP_C	421.0
SRR6960799_NODE_438_length_4161_cov_12.605675_1	25	2004	-1	00	SRR6960799_NODE_438_length_4161_cov_12.605675	4161	RdRp_B	405.2
SRR6960799_NODE_438_length_4161_cov_12.605675_2	2025	2525	-1	00	SRR6960799_NODE_438_length_4161_cov_12.605675	4161	CP_E	195.2
SRR6960799_NODE_438_length_4161_cov_12.605675_3	2559	4112	-1	00	SRR6960799_NODE_438_length_4161_cov_12.605675	4161	MP_C	442.7
