SRR6960803_k141_61611_1	58	1344	1	00	SRR6960803_k141_61611	3761	MP_A	179.0
SRR6960803_k141_61611_2	1365	1829	1	00	SRR6960803_k141_61611	3761	CP_C	230.5
SRR6960803_k141_61611_3	2007	3725	1	00	SRR6960803_k141_61611	3761	RdRp_A	438.2
SRR6960803_k141_70047_1	126	1352	1	00	SRR6960803_k141_70047	3806	MP_A	224.0
SRR6960803_k141_70047_2	1453	1911	1	00	SRR6960803_k141_70047	3806	CP_A	129.7
SRR6960803_k141_70047_3	2034	3737	1	00	SRR6960803_k141_70047	3806	RdRp_A	521.3
SRR6960803_k141_36910_1	83	1792	-1	00	SRR6960803_k141_36910	3556	RdRp_A	505.6
SRR6960803_k141_36910_2	1826	2245	-1	00	SRR6960803_k141_36910	3556	CP_A	143.0
SRR6960803_k141_36910_3	2258	3487	-1	00	SRR6960803_k141_36910	3556	MP_A	254.2
SRR6960803_k141_29189_1	47	1876	-1	00	SRR6960803_k141_29189	4252	RdRp_A	436.0
SRR6960803_k141_29189_2	1954	2415	-1	00	SRR6960803_k141_29189	4252	CP_C	215.5
SRR6960803_k141_29189_3	2448	3686	-1	00	SRR6960803_k141_29189	4252	MP_A	201.6
SRR6960803_k141_37057_1	72	1292	1	00	SRR6960803_k141_37057	3735	MP_B	272.5
SRR6960803_k141_37057_2	1381	1731	1	00	SRR6960803_k141_37057	3735	CP_D	147.7
SRR6960803_k141_37057_3	1916	3703	1	00	SRR6960803_k141_37057	3735	RdRp_B	575.6
SRR6960803_k141_37834_1	64	1689	-1	00	SRR6960803_k141_37834	4592	RdRp_A	524.2
SRR6960803_k141_37834_2	1744	2136	-1	00	SRR6960803_k141_37834	4592	CP_B	149.2
SRR6960803_k141_37834_3	2164	3231	-1	00	SRR6960803_k141_37834	4592	MP_A	231.3
SRR6960803_k141_51535_2	552	2111	1	00	SRR6960803_k141_51535	4532	MP_A	286.3
SRR6960803_k141_51535_3	2138	2593	1	00	SRR6960803_k141_51535	4532	CP_A	138.4
SRR6960803_k141_51535_4	2678	4519	1	00	SRR6960803_k141_51535	4532	RdRp_A	505.3
SRR6960803_k141_38471_1	114	1907	-1	00	SRR6960803_k141_38471	3843	RdRp_B	601.9
SRR6960803_k141_38471_2	1996	2361	-1	00	SRR6960803_k141_38471	3843	CP_D	140.6
SRR6960803_k141_38471_3	2404	3777	-1	00	SRR6960803_k141_38471	3843	MP_B	305.8
SRR6960803_k141_11595_1	38	1765	-1	00	SRR6960803_k141_11595	4418	RdRp_A	445.0
SRR6960803_k141_11595_4	2467	2934	-1	00	SRR6960803_k141_11595	4418	CP_C	219.5
SRR6960803_k141_11595_5	2961	4349	-1	00	SRR6960803_k141_11595	4418	MP_A	205.1
SRR6960803_k141_17377_1	141	1223	1	00	SRR6960803_k141_17377	3418	MP_A	182.5
SRR6960803_k141_17377_2	1256	1666	1	00	SRR6960803_k141_17377	3418	CP_B	150.4
SRR6960803_k141_17377_3	1681	3360	1	00	SRR6960803_k141_17377	3418	RdRp_A	501.9
SRR6960803_k141_25808_2	544	1857	1	00	SRR6960803_k141_25808	4269	MP_A	170.1
SRR6960803_k141_25808_3	1859	2329	1	00	SRR6960803_k141_25808	4269	CP_C	231.2
SRR6960803_k141_25808_5	2530	4245	1	00	SRR6960803_k141_25808	4269	RdRp_A	430.3
SRR6960803_k141_105588_1	79	1827	-1	00	SRR6960803_k141_105588	3584	RdRp_A	543.6
SRR6960803_k141_105588_2	1882	2262	-1	00	SRR6960803_k141_105588	3584	CP_H	149.6
SRR6960803_k141_105588_3	2285	3475	-1	00	SRR6960803_k141_105588	3584	MP_A	222.8
SRR6960803_k141_94777_1	132	1802	-1	00	SRR6960803_k141_94777	3659	RdRp_A	540.6
